locus_tag	ftype	length_bp	gene	EC_number	COG	product
KHAGGBBM_00216	CDS	504	cpxP		COG3678	Periplasmic protein CpxP
KHAGGBBM_00217	gene	903	fieF			
KHAGGBBM_00217	CDS	903	fieF		COG0053	Ferrous-iron efflux pump FieF
KHAGGBBM_00218	gene	963	pfkA			
KHAGGBBM_00218	CDS	963	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase isozyme 1
KHAGGBBM_00219	gene	486	rraA			
KHAGGBBM_00219	CDS	486	rraA		COG0684	Regulator of ribonuclease activity A
KHAGGBBM_00220	gene	921	menA			
KHAGGBBM_00220	CDS	921	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
KHAGGBBM_00221	gene	1335	hslU			
KHAGGBBM_00221	CDS	1335	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
KHAGGBBM_00222	gene	531	hslV			
KHAGGBBM_00222	CDS	531	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
KHAGGBBM_00223	gene	855	ftsN			
KHAGGBBM_00223	CDS	855	ftsN		COG3087	Cell division protein FtsN
KHAGGBBM_00224	gene	1029	cytR_1			
KHAGGBBM_00224	CDS	1029	cytR_1		COG1609	HTH-type transcriptional repressor CytR
KHAGGBBM_00225	gene	2196	priA			
KHAGGBBM_00225	CDS	2196	priA	3.6.4.-	COG1198	Primosomal protein N'
KHAGGBBM_00226	gene	213	rpmE			
KHAGGBBM_00226	CDS	213	rpmE		COG0254	50S ribosomal protein L31
KHAGGBBM_00227	gene	318	metJ			
KHAGGBBM_00227	CDS	318	metJ		COG3060	Met repressor
KHAGGBBM_00228	gene	1161	metB			
KHAGGBBM_00228	CDS	1161	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
KHAGGBBM_00229	gene	2433	metL			
KHAGGBBM_00229	CDS	2433	metL		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 2
KHAGGBBM_00230	gene	1137				
KHAGGBBM_00230	CDS	1137				hypothetical protein
KHAGGBBM_00231	gene	1557	yfkN			
KHAGGBBM_00231	CDS	1557	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
KHAGGBBM_00232	gene	372				
KHAGGBBM_00232	CDS	372				hypothetical protein
KHAGGBBM_00233	gene	909	catM_1			
KHAGGBBM_00233	CDS	909	catM_1			HTH-type transcriptional regulator CatM
KHAGGBBM_00234	gene	888	metF			
KHAGGBBM_00234	CDS	888	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
KHAGGBBM_00235	gene	882	yijE			
KHAGGBBM_00235	CDS	882	yijE			putative cystine transporter YijE
KHAGGBBM_00236	gene	1104	gldA			
KHAGGBBM_00236	CDS	1104	gldA	1.1.1.6	COG0371	Glycerol dehydrogenase
KHAGGBBM_00237	gene	663	fsaB			
KHAGGBBM_00237	CDS	663	fsaB	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 2
KHAGGBBM_00238	gene	987	rhaS_2			
KHAGGBBM_00238	CDS	987	rhaS_2			HTH-type transcriptional activator RhaS
KHAGGBBM_00239	gene	651	zinT			
KHAGGBBM_00239	CDS	651	zinT		COG3443	Metal-binding protein ZinT
KHAGGBBM_00240	gene	2652	ppc			
KHAGGBBM_00240	CDS	2652	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
KHAGGBBM_00241	gene	1152	argE			
KHAGGBBM_00241	CDS	1152	argE	3.5.1.16	COG0624	Acetylornithine deacetylase
KHAGGBBM_00242	gene	1005	argC			
KHAGGBBM_00242	CDS	1005	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
KHAGGBBM_00243	gene	774	argB			
KHAGGBBM_00243	CDS	774	argB	2.7.2.8	COG0548	Acetylglutamate kinase
KHAGGBBM_00244	gene	1374	argH			
KHAGGBBM_00244	CDS	1374	argH	4.3.2.1	COG0165	Argininosuccinate lyase
KHAGGBBM_00245	gene	918	oxyR_1			
KHAGGBBM_00245	CDS	918	oxyR_1			Hydrogen peroxide-inducible genes activator
KHAGGBBM_00246	gene	1401	sthA			
KHAGGBBM_00246	CDS	1401	sthA	1.6.1.1	COG1249	Soluble pyridine nucleotide transhydrogenase
KHAGGBBM_00247	gene	636	fabR			
KHAGGBBM_00247	CDS	636	fabR		COG1309	HTH-type transcriptional repressor FabR
KHAGGBBM_00248	gene	360	yijD			
KHAGGBBM_00248	CDS	360	yijD			Inner membrane protein YijD
KHAGGBBM_00249	gene	1101	trmA			
KHAGGBBM_00249	CDS	1101	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
KHAGGBBM_00250	gene	1839	btuB			
KHAGGBBM_00250	CDS	1839	btuB		COG4206	Vitamin B12 transporter BtuB
KHAGGBBM_00251	gene	852	murI			
KHAGGBBM_00251	CDS	852	murI	5.1.1.3	COG0796	Glutamate racemase
KHAGGBBM_00252	gene	1536				
KHAGGBBM_00252	rRNA	1536				16S ribosomal RNA
KHAGGBBM_00253	gene	77				
KHAGGBBM_00253	tRNA	77				tRNA-Ile(gat)
KHAGGBBM_00254	gene	76				
KHAGGBBM_00254	tRNA	76				tRNA-Ala(tgc)
KHAGGBBM_00255	gene	2899				
KHAGGBBM_00255	rRNA	2899				23S ribosomal RNA
KHAGGBBM_00256	gene	111				
KHAGGBBM_00256	rRNA	111				5S ribosomal RNA
KHAGGBBM_00257	gene	77				
KHAGGBBM_00257	tRNA	77				tRNA-Asp(gtc)
KHAGGBBM_00258	gene	76				
KHAGGBBM_00258	tRNA	76				tRNA-Trp(cca)
KHAGGBBM_00259	gene	822	hdfR_2			
KHAGGBBM_00259	CDS	822	hdfR_2			HTH-type transcriptional regulator HdfR
KHAGGBBM_00260	gene	339				
KHAGGBBM_00260	CDS	339				hypothetical protein
KHAGGBBM_00261	gene	1521	comM			
KHAGGBBM_00261	CDS	1521	comM		COG0606	Competence protein ComM
KHAGGBBM_00262	gene	1647	ilvG			
KHAGGBBM_00262	CDS	1647	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
KHAGGBBM_00263	gene	258	ilvM			
KHAGGBBM_00263	CDS	258	ilvM	2.2.1.6	COG3978	Acetolactate synthase isozyme 2 small subunit
KHAGGBBM_00264	gene	930	ilvE			
KHAGGBBM_00264	CDS	930	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
KHAGGBBM_00265	gene	1851	ilvD			
KHAGGBBM_00265	CDS	1851	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
KHAGGBBM_00266	gene	1545	ilvA			
KHAGGBBM_00266	CDS	1545	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
KHAGGBBM_00267	gene	891	oxyR_2			
KHAGGBBM_00267	CDS	891	oxyR_2			Hydrogen peroxide-inducible genes activator
KHAGGBBM_00268	gene	1476	ilvC			
KHAGGBBM_00268	CDS	1476	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
KHAGGBBM_00269	gene	282	ppiC_1			
KHAGGBBM_00269	CDS	282	ppiC_1	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
KHAGGBBM_00270	gene	282	ppiC_2			
KHAGGBBM_00270	CDS	282	ppiC_2	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
KHAGGBBM_00271	gene	2022	rep			
KHAGGBBM_00271	CDS	2022	rep	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
KHAGGBBM_00272	gene	723	ydfK_1			
KHAGGBBM_00272	CDS	723	ydfK_1		COG1811	putative membrane protein YdfK
KHAGGBBM_00273	gene	999				
KHAGGBBM_00273	CDS	999				hypothetical protein
KHAGGBBM_00274	gene	927	pcpR_1			
KHAGGBBM_00274	CDS	927	pcpR_1			PCP degradation transcriptional activation protein
KHAGGBBM_00275	gene	1509	gppA			
KHAGGBBM_00275	CDS	1509	gppA	3.6.1.40	COG0248	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
KHAGGBBM_00276	gene	1266	rhlB			
KHAGGBBM_00276	CDS	1266	rhlB	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlB
KHAGGBBM_00277	gene	330	trxA_1			
KHAGGBBM_00277	CDS	330	trxA_1		COG0526	Thioredoxin 1
KHAGGBBM_00278	gene	1260	rho			
KHAGGBBM_00278	CDS	1260	rho	3.6.4.-	COG1158	Transcription termination factor Rho
KHAGGBBM_00279	gene	1104	wecA			
KHAGGBBM_00279	CDS	1104	wecA	2.7.8.33	COG0472	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
KHAGGBBM_00280	gene	1017	wzzE			
KHAGGBBM_00280	CDS	1017	wzzE		COG3765	ECA polysaccharide chain length modulation protein
KHAGGBBM_00281	gene	1086	wecB			
KHAGGBBM_00281	CDS	1086	wecB	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
KHAGGBBM_00282	gene	1263	wecC			
KHAGGBBM_00282	CDS	1263	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
KHAGGBBM_00283	gene	1068	rffG			
KHAGGBBM_00283	CDS	1068	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
KHAGGBBM_00284	gene	882	rffH			
KHAGGBBM_00284	CDS	882	rffH	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
KHAGGBBM_00285	gene	675	wecD_2			
KHAGGBBM_00285	CDS	675	wecD_2	2.3.1.210	COG0454	dTDP-fucosamine acetyltransferase
KHAGGBBM_00286	gene	1131	wecE			
KHAGGBBM_00286	CDS	1131	wecE	2.6.1.59	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase
KHAGGBBM_00287	gene	1251	wzxE			
KHAGGBBM_00287	CDS	1251	wzxE		COG2244	Lipid III flippase
KHAGGBBM_00288	gene	1077	wecF			
KHAGGBBM_00288	CDS	1077	wecF	2.4.1.325		TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
KHAGGBBM_00289	gene	1347	wzyE			
KHAGGBBM_00289	CDS	1347	wzyE			putative ECA polymerase
KHAGGBBM_00290	gene	741	wecG			
KHAGGBBM_00290	CDS	741	wecG	2.4.1.180	COG1922	UDP-N-acetyl-D-mannosaminuronic acid transferase
KHAGGBBM_00291	gene	1386	yifK			
KHAGGBBM_00291	CDS	1386	yifK		COG1113	putative transport protein YifK
KHAGGBBM_00292	gene	77				
KHAGGBBM_00292	tRNA	77				tRNA-Arg(ccg)
KHAGGBBM_00293	gene	76				
KHAGGBBM_00293	tRNA	76				tRNA-His(gtg)
KHAGGBBM_00294	gene	87				
KHAGGBBM_00294	tRNA	87				tRNA-Leu(cag)
KHAGGBBM_00295	gene	77				
KHAGGBBM_00295	tRNA	77				tRNA-Pro(tgg)
KHAGGBBM_00296	gene	1197	hemY			
KHAGGBBM_00296	CDS	1197	hemY		COG3071	Protein HemY
KHAGGBBM_00297	gene	1182	hemX			
KHAGGBBM_00297	CDS	1182	hemX		COG2959	Protein HemX
KHAGGBBM_00298	gene	741	hemD			
KHAGGBBM_00298	CDS	741	hemD	4.2.1.75	COG1587	Uroporphyrinogen-III synthase
KHAGGBBM_00299	gene	957	hemC			
KHAGGBBM_00299	CDS	957	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
KHAGGBBM_00300	gene	2631	cyaA			
KHAGGBBM_00300	CDS	2631	cyaA	4.6.1.1	COG3072	Adenylate cyclase
KHAGGBBM_00301	gene	321	cyaY			
KHAGGBBM_00301	CDS	321	cyaY		COG1965	Iron-sulfur cluster assembly protein CyaY
KHAGGBBM_00302	gene	225				
KHAGGBBM_00302	CDS	225				hypothetical protein
KHAGGBBM_00303	gene	825	dapF			
KHAGGBBM_00303	CDS	825	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
KHAGGBBM_00304	gene	708				
KHAGGBBM_00304	CDS	708				hypothetical protein
KHAGGBBM_00305	gene	903	xerC_1			
KHAGGBBM_00305	CDS	903	xerC_1		COG4973	Tyrosine recombinase XerC
KHAGGBBM_00306	gene	717	yigB			
KHAGGBBM_00306	CDS	717	yigB	3.1.3.104	COG1011	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
KHAGGBBM_00307	gene	2163	uvrD			
KHAGGBBM_00307	CDS	2163	uvrD	3.6.4.12	COG0210	DNA helicase II
KHAGGBBM_00308	gene	951	corA			
KHAGGBBM_00308	CDS	951	corA		COG0598	Magnesium transport protein CorA
KHAGGBBM_00309	gene	894	rarD			
KHAGGBBM_00309	CDS	894	rarD		COG2962	Protein RarD
KHAGGBBM_00310	gene	465				
KHAGGBBM_00310	CDS	465				hypothetical protein
KHAGGBBM_00311	gene	861	pldA			
KHAGGBBM_00311	CDS	861	pldA	3.1.1.32	COG2829	Phospholipase A1
KHAGGBBM_00312	gene	1827	recQ			
KHAGGBBM_00312	CDS	1827	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
KHAGGBBM_00313	gene	621	rhtC_1			
KHAGGBBM_00313	CDS	621	rhtC_1		COG1280	Threonine efflux protein
KHAGGBBM_00314	gene	921				
KHAGGBBM_00314	CDS	921				ISNCY family transposase ISRor2
KHAGGBBM_00315	gene	621	rhtB_1			
KHAGGBBM_00315	CDS	621	rhtB_1		COG1280	Homoserine/homoserine lactone efflux protein
KHAGGBBM_00316	gene	993	pldB			
KHAGGBBM_00316	CDS	993	pldB	3.1.1.5	COG2267	Lysophospholipase L2
KHAGGBBM_00317	gene	801	yigL			
KHAGGBBM_00317	CDS	801	yigL	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YigL
KHAGGBBM_00318	gene	900	bioP			
KHAGGBBM_00318	CDS	900	bioP		COG0697	Biotin transporter
KHAGGBBM_00319	gene	954	metR_1			
KHAGGBBM_00319	CDS	954	metR_1			HTH-type transcriptional regulator MetR
KHAGGBBM_00320	gene	2265	metE			
KHAGGBBM_00320	CDS	2265	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
KHAGGBBM_00321	gene	813	clcD			
KHAGGBBM_00321	CDS	813	clcD	3.1.1.45		Carboxymethylenebutenolidase
KHAGGBBM_00322	gene	762	udp			
KHAGGBBM_00322	CDS	762	udp	2.4.2.3	COG2820	Uridine phosphorylase
KHAGGBBM_00323	gene	1449				
KHAGGBBM_00323	CDS	1449				hypothetical protein
KHAGGBBM_00324	gene	756	ubiE			
KHAGGBBM_00324	CDS	756	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
KHAGGBBM_00325	gene	606	ubiJ_1			
KHAGGBBM_00325	CDS	606	ubiJ_1		COG3165	Ubiquinone biosynthesis accessory factor UbiJ
KHAGGBBM_00326	gene	1641	ubiB			
KHAGGBBM_00326	CDS	1641	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
KHAGGBBM_00327	gene	252	tatA			
KHAGGBBM_00327	CDS	252	tatA		COG1826	Sec-independent protein translocase protein TatA
KHAGGBBM_00328	gene	537	tatB			
KHAGGBBM_00328	CDS	537	tatB		COG1826	Sec-independent protein translocase protein TatB
KHAGGBBM_00329	gene	780	tatC			
KHAGGBBM_00329	CDS	780	tatC		COG0805	Sec-independent protein translocase protein TatC
KHAGGBBM_00330	gene	792	tatD			
KHAGGBBM_00330	CDS	792	tatD	3.1.11.-	COG0084	3'-5' ssDNA/RNA exonuclease TatD
KHAGGBBM_00331	gene	489	rfaH			
KHAGGBBM_00331	CDS	489	rfaH		COG0250	Transcription antitermination protein RfaH
KHAGGBBM_00332	gene	1476	ubiD			
KHAGGBBM_00332	CDS	1476	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
KHAGGBBM_00333	gene	702	fre			
KHAGGBBM_00333	CDS	702	fre	1.5.1.41	COG0543	NAD(P)H-flavin reductase
KHAGGBBM_00334	gene	1164	fadA			
KHAGGBBM_00334	CDS	1164	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
KHAGGBBM_00335	gene	2190	fadB			
KHAGGBBM_00335	CDS	2190	fadB		COG1024	Fatty acid oxidation complex subunit alpha
KHAGGBBM_00336	gene	1332	pepQ			
KHAGGBBM_00336	CDS	1332	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
KHAGGBBM_00337	gene	615	yigZ			
KHAGGBBM_00337	CDS	615	yigZ		COG1739	IMPACT family member YigZ
KHAGGBBM_00338	gene	1452	trkH			
KHAGGBBM_00338	CDS	1452	trkH		COG0168	Trk system potassium uptake protein TrkH
KHAGGBBM_00339	gene	534	hemG			
KHAGGBBM_00339	CDS	534	hemG	1.3.5.3	COG4635	Protoporphyrinogen IX dehydrogenase [menaquinone]
KHAGGBBM_00340	gene	1536				
KHAGGBBM_00340	rRNA	1536				16S ribosomal RNA
KHAGGBBM_00341	gene	77				
KHAGGBBM_00341	tRNA	77				tRNA-Ile(gat)
KHAGGBBM_00342	gene	76				
KHAGGBBM_00342	tRNA	76				tRNA-Ala(tgc)
KHAGGBBM_00343	gene	2899				
KHAGGBBM_00343	rRNA	2899				23S ribosomal RNA
KHAGGBBM_00344	gene	111				
KHAGGBBM_00344	rRNA	111				5S ribosomal RNA
KHAGGBBM_00345	gene	1029	murB			
KHAGGBBM_00345	CDS	1029	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
KHAGGBBM_00346	gene	963	birA			
KHAGGBBM_00346	CDS	963	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
KHAGGBBM_00347	gene	927	coaA			
KHAGGBBM_00347	CDS	927	coaA	2.7.1.33		Pantothenate kinase
KHAGGBBM_00348	gene	76				
KHAGGBBM_00348	tRNA	76				tRNA-Thr(tgt)
KHAGGBBM_00349	gene	85				
KHAGGBBM_00349	tRNA	85				tRNA-Tyr(gta)
KHAGGBBM_00350	gene	75				
KHAGGBBM_00350	tRNA	75				tRNA-Gly(tcc)
KHAGGBBM_00351	gene	76				
KHAGGBBM_00351	tRNA	76				tRNA-Thr(ggt)
KHAGGBBM_00352	gene	1185	tuf1_1			
KHAGGBBM_00352	CDS	1185	tuf1_1			Elongation factor Tu 1
KHAGGBBM_00353	gene	384	secE			
KHAGGBBM_00353	CDS	384	secE		COG0690	Protein translocase subunit SecE
KHAGGBBM_00354	gene	546	nusG			
KHAGGBBM_00354	CDS	546	nusG		COG0250	Transcription termination/antitermination protein NusG
KHAGGBBM_00355	gene	429	rplK			
KHAGGBBM_00355	CDS	429	rplK		COG0080	50S ribosomal protein L11
KHAGGBBM_00356	gene	705	rplA			
KHAGGBBM_00356	CDS	705	rplA		COG0081	50S ribosomal protein L1
KHAGGBBM_00357	gene	498	rplJ			
KHAGGBBM_00357	CDS	498	rplJ		COG0244	50S ribosomal protein L10
KHAGGBBM_00358	gene	366	rplL			
KHAGGBBM_00358	CDS	366	rplL		COG0222	50S ribosomal protein L7/L12
KHAGGBBM_00359	gene	4029	rpoB			
KHAGGBBM_00359	CDS	4029	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
KHAGGBBM_00360	gene	4224	rpoC			
KHAGGBBM_00360	CDS	4224	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
KHAGGBBM_00361	gene	1341	dcuB			
KHAGGBBM_00361	CDS	1341	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
KHAGGBBM_00362	gene	318	chbA_2			
KHAGGBBM_00362	CDS	318	chbA_2		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
KHAGGBBM_00363	gene	306	celA_2			
KHAGGBBM_00363	CDS	306	celA_2	2.7.1.205		PTS system cellobiose-specific EIIB component
KHAGGBBM_00364	gene	1533				
KHAGGBBM_00364	CDS	1533				hypothetical protein
KHAGGBBM_00365	gene	1134	thiH			
KHAGGBBM_00365	CDS	1134	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
KHAGGBBM_00366	gene	771	thiG			
KHAGGBBM_00366	CDS	771	thiG	2.8.1.10	COG2022	Thiazole synthase
KHAGGBBM_00367	gene	201	thiS			
KHAGGBBM_00367	CDS	201	thiS		COG2104	Sulfur carrier protein ThiS
KHAGGBBM_00368	gene	756	thiF			
KHAGGBBM_00368	CDS	756	thiF	2.7.7.73	COG0476	Sulfur carrier protein ThiS adenylyltransferase
KHAGGBBM_00369	gene	636	thiE			
KHAGGBBM_00369	CDS	636	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
KHAGGBBM_00370	gene	1896	thiC			
KHAGGBBM_00370	CDS	1896	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
KHAGGBBM_00371	gene	498	rsd			
KHAGGBBM_00371	CDS	498	rsd		COG3160	Regulator of sigma D
KHAGGBBM_00372	gene	774	nudC			
KHAGGBBM_00372	CDS	774	nudC	3.6.1.22	COG2816	NADH pyrophosphatase
KHAGGBBM_00373	gene	1065	hemE			
KHAGGBBM_00373	CDS	1065	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
KHAGGBBM_00374	gene	672	nfi			
KHAGGBBM_00374	CDS	672	nfi	3.1.21.7	COG1515	Endonuclease V
KHAGGBBM_00375	gene	591				
KHAGGBBM_00375	CDS	591			COG3068	putative protein
KHAGGBBM_00376	gene	273	hupA			
KHAGGBBM_00376	CDS	273	hupA			DNA-binding protein HU-alpha
KHAGGBBM_00377	gene	696				
KHAGGBBM_00377	CDS	696				hypothetical protein
KHAGGBBM_00378	gene	438	zraP			
KHAGGBBM_00378	CDS	438	zraP		COG3678	Zinc resistance-associated protein
KHAGGBBM_00379	gene	1395	zraS			
KHAGGBBM_00379	CDS	1395	zraS	2.7.13.3		Sensor protein ZraS
KHAGGBBM_00380	gene	1332	zraR			
KHAGGBBM_00380	CDS	1332	zraR		COG2204	Transcriptional regulatory protein ZraR
KHAGGBBM_00381	gene	1296	purD			
KHAGGBBM_00381	CDS	1296	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
KHAGGBBM_00382	gene	1590	purH			
KHAGGBBM_00382	CDS	1590	purH		COG0138	Bifunctional purine biosynthesis protein PurH
KHAGGBBM_00383	gene	204				
KHAGGBBM_00383	CDS	204				hypothetical protein
KHAGGBBM_00384	gene	1536				
KHAGGBBM_00384	rRNA	1536				16S ribosomal RNA
KHAGGBBM_00385	gene	76				
KHAGGBBM_00385	tRNA	76				tRNA-Glu(ttc)
KHAGGBBM_00386	gene	2899				
KHAGGBBM_00386	rRNA	2899				23S ribosomal RNA
KHAGGBBM_00387	gene	111				
KHAGGBBM_00387	rRNA	111				5S ribosomal RNA
KHAGGBBM_00388	gene	462	yjaB			
KHAGGBBM_00388	CDS	462	yjaB	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
KHAGGBBM_00389	gene	930	metAS			
KHAGGBBM_00389	CDS	930	metAS	2.3.1.46	COG1897	Homoserine O-succinyltransferase
KHAGGBBM_00390	gene	1602	aceB			
KHAGGBBM_00390	CDS	1602	aceB	2.3.3.9	COG2225	Malate synthase A
KHAGGBBM_00391	gene	1320	aceA			
KHAGGBBM_00391	CDS	1320	aceA	4.1.3.1	COG2224	Isocitrate lyase
KHAGGBBM_00392	gene	1785	aceK			
KHAGGBBM_00392	CDS	1785	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
KHAGGBBM_00393	gene	831	iclR			
KHAGGBBM_00393	CDS	831	iclR		COG1414	Transcriptional repressor IclR
KHAGGBBM_00394	gene	3684	metH			
KHAGGBBM_00394	CDS	3684	metH	2.1.1.13	COG0646	Methionine synthase
KHAGGBBM_00395	gene	1632				
KHAGGBBM_00395	CDS	1632				hypothetical protein
KHAGGBBM_00396	gene	690	pepE			
KHAGGBBM_00396	CDS	690	pepE	3.4.13.21	COG3340	Peptidase E
KHAGGBBM_00397	gene	876	rluF			
KHAGGBBM_00397	CDS	876	rluF	5.4.99.-	COG1187	Dual-specificity RNA pseudouridine synthase RluF
KHAGGBBM_00398	gene	273				
KHAGGBBM_00398	CDS	273				hypothetical protein
KHAGGBBM_00399	gene	930	panS			
KHAGGBBM_00399	CDS	930	panS		COG0385	Pantothenate precursors transporter PanS
KHAGGBBM_00400	gene	1350	lysC			
KHAGGBBM_00400	CDS	1350	lysC	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
KHAGGBBM_00401	gene	1650	pgi			
KHAGGBBM_00401	CDS	1650	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
KHAGGBBM_00402	gene	456	lpxD_1			
KHAGGBBM_00402	CDS	456	lpxD_1	2.3.1.191		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
KHAGGBBM_00403	gene	510				
KHAGGBBM_00403	CDS	510				hypothetical protein
KHAGGBBM_00404	gene	381	ridA_1			
KHAGGBBM_00404	CDS	381	ridA_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
KHAGGBBM_00405	gene	321				
KHAGGBBM_00405	CDS	321				hypothetical protein
KHAGGBBM_00406	gene	741	ygaZ_1			
KHAGGBBM_00406	CDS	741	ygaZ_1		COG1296	Inner membrane protein YgaZ
KHAGGBBM_00407	gene	1278				
KHAGGBBM_00407	CDS	1278				hypothetical protein
KHAGGBBM_00408	gene	411	psiE			
KHAGGBBM_00408	CDS	411	psiE		COG3223	Protein PsiE
KHAGGBBM_00409	gene	891	malG_1			
KHAGGBBM_00409	CDS	891	malG_1		COG3833	Maltose/maltodextrin transport system permease protein MalG
KHAGGBBM_00410	gene	1545	malF			
KHAGGBBM_00410	CDS	1545	malF		COG1175	Maltose/maltodextrin transport system permease protein MalF
KHAGGBBM_00411	gene	1191	malE			
KHAGGBBM_00411	CDS	1191	malE		COG2182	Maltose/maltodextrin-binding periplasmic protein
KHAGGBBM_00412	gene	1110	malK_1			
KHAGGBBM_00412	CDS	1110	malK_1	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
KHAGGBBM_00413	gene	1290	lamB_2			
KHAGGBBM_00413	CDS	1290	lamB_2		COG4580	Maltoporin
KHAGGBBM_00414	gene	924				
KHAGGBBM_00414	CDS	924				hypothetical protein
KHAGGBBM_00415	gene	498	ubiC			
KHAGGBBM_00415	CDS	498	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
KHAGGBBM_00416	gene	867	ubiA			
KHAGGBBM_00416	CDS	867	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
KHAGGBBM_00417	gene	2424	plsB			
KHAGGBBM_00417	CDS	2424	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
KHAGGBBM_00418	gene	369	dgkA			
KHAGGBBM_00418	CDS	369	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
KHAGGBBM_00419	gene	609	lexA_1			
KHAGGBBM_00419	CDS	609	lexA_1	3.4.21.88	COG1974	LexA repressor
KHAGGBBM_00420	gene	1317	dinF			
KHAGGBBM_00420	CDS	1317	dinF		COG0534	DNA damage-inducible protein F
KHAGGBBM_00421	gene	210				
KHAGGBBM_00421	CDS	210				hypothetical protein
KHAGGBBM_00422	gene	516	zur			
KHAGGBBM_00422	CDS	516	zur		COG0735	Zinc uptake regulation protein
KHAGGBBM_00423	gene	489				
KHAGGBBM_00423	CDS	489				hypothetical protein
KHAGGBBM_00424	gene	942	dusA			
KHAGGBBM_00424	CDS	942	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
KHAGGBBM_00425	gene	243	pspG			
KHAGGBBM_00425	CDS	243	pspG			Phage shock protein G
KHAGGBBM_00426	gene	984	qorA			
